#CUE_COLUMN,FRAGMENT_COLUMN,INSTANCE_COLUMN,LABEL_COLUMN
RANDOM,You certainly mask the,You certainly mask the severity.,NONE ABUSE
RANDOM,You clearly like,You clearly like having a lot to do.,NONE ABUSE
RANDOM,You clearly like,You clearly like making music.,NONE ABUSE
RANDOM,You clearly like,You clearly like older men.,NONE ABUSE
RANDOM,You clearly like,You clearly like to inspire people.,NONE ABUSE
RANDOM,You could,You could help with housework.,NONE ABUSE
RANDOM,You could,You couldn't listen to other people's opinions without turning rage red.,NONE ABUSE
RANDOM,You could ... and be ...,You could be kinder and be more compassionate.,NONE ABUSE
RANDOM,You could ... and be ...,You could change and be patient.,NONE ABUSE
RANDOM,You could ... and be ...,You could let them know and be upfront about the service you require.,NONE ABUSE
RANDOM,You could do with,You could do with being more optimistic and less pessimistic.,NONE ABUSE
RANDOM,You could do with,You could do with listening to others before you speak.,NONE ABUSE
RANDOM,You could do with,You could do with putting yourself in my shoes for a couple of days.,NONE ABUSE
RANDOM,You could do with,You could do with taking off your rose tinted glasses.,NONE ABUSE
RANDOM,You could graduate from the school of,You could graduate from the school of extreme politeness.,NONE ABUSE
RANDOM,You could graduate from the school of,You could graduate from the school of forgetting to turn off the lights.,NONE ABUSE
RANDOM,You could graduate from the school of,You could graduate from the school of quietness.,NONE ABUSE
RANDOM,You could probably make good use of,You could probably make good use of the feedback you received in your presentation.,NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to a better university, if you knew the right people.",NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to shower, if you knew you had dinner plans.",NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to the top, if you knew how to stop.",NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to university, if you knew some interview techniques.",NONE ABUSE
RANDOM,You deviate from,You deviate from how things are to be done.,NONE ABUSE
RANDOM,You deviate from,You deviate from the norm.,NONE ABUSE
RANDOM,You deviate from,You deviate from the reality of the situation.,NONE ABUSE
RANDOM,You deviate from,You deviate from what is expected of you.,NONE ABUSE
RANDOM,You deviate from,You deviate from what the role and function is and focus on less important issues.,NONE ABUSE
RANDOM,You didn't get,You didn't get the hint.,NONE ABUSE
RANDOM,You didn't get,You didn't get the order right.,NONE ABUSE
RANDOM,You didn't get,You didn't get your mother's way with words.,NONE ABUSE
RANDOM,You do not,You do not always think things through.,NONE ABUSE
RANDOM,You do not,You do not seem to care what others think.,NONE ABUSE
RANDOM,You do not act in,You do not act in accordance with the rules of society.,NONE ABUSE
RANDOM,You do not act in,You do not act in accordance with your age.,NONE ABUSE
RANDOM,You do not have ... for ...,You do not have the right type of ability for the completion of the task.,NONE ABUSE
RANDOM,You do not have ... for ...,You do not have to go for my benefit.,NONE ABUSE
RANDOM,You don't,You don't always see the good in you.,NONE ABUSE
RANDOM,You don't,You don't draw people to you.,NONE ABUSE
RANDOM,You don't,You don't fulfill anything in a particularly willing or easy way.,NONE ABUSE
RANDOM,You don't care about,You don't care about anyone but those in your immediate circle.,NONE ABUSE
RANDOM,You don't care about,You don't care about how much time I spend washing your clothes.,NONE ABUSE
RANDOM,You don't care about,You don't care about the most important situation.,NONE ABUSE
RANDOM,You don't care about,You don't care about workplace politics.,NONE ABUSE
RANDOM,You don't exactly bring ... around you.,You don't exactly bring good luck around you.,NONE ABUSE
RANDOM,You don't have,You don't have much empathy.,NONE ABUSE
RANDOM,You don't have,You don't have the desire to be more successful.,NONE ABUSE
RANDOM,You don't have,You don't have to give in to the peer pressure.,NONE ABUSE
RANDOM,You don't make an effort with,You don't make an effort with anyone.,NONE ABUSE
RANDOM,You don't make an effort with,You don't make an effort with reaching out to friends anymore.,NONE ABUSE
RANDOM,You don't make an effort with,You don't make an effort with remembering people's names.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to idolize women much.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to like women much.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to refer positively to women much.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to utilise the experience of women much.,NONE ABUSE
RANDOM,You don't seem to have many,You don't seem to have many concerns about the environmental impact of your lifestyle.,NONE ABUSE
RANDOM,You don't seem to have many,You don't seem to have many hobbies.,NONE ABUSE
RANDOM,You don't seem to have many,You don't seem to have many options.,NONE ABUSE
RANDOM,You don't seem to take too much ... in your ...,You don't seem to take too much care in your choice of words.,NONE ABUSE
RANDOM,You don't seem to take too much ... in your ...,You don't seem to take too much care in your life.,NONE ABUSE
RANDOM,You don't seem to take too much ... in your ...,You don't seem to take too much lead in your own work.,NONE ABUSE
RANDOM,You don't waste,You don't waste any time thinking things over.,NONE ABUSE
RANDOM,You don't waste,You don't waste time worrying about how other people are getting on.,NONE ABUSE
RANDOM,You draw a sense ... from me.,You draw a sense of uncertainty from me.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your expertise on the subject of cooking.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your expertise to help others improve.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your extensive knowledge on cockroaches with everyone.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your home with visitors.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your knowledge of lithuanian folk dances.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your many accomplishments with others.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your winnings with others.,NONE ABUSE
RANDOM,You exude great,You exude great apathy.,NONE ABUSE
RANDOM,You got a face that,You got a face that looks confused.,NONE ABUSE
RANDOM,You got a face that,You got a face that tells me you're unhappy about something.,NONE ABUSE
RANDOM,You have,You have a limited view of life.,NONE ABUSE
RANDOM,You have,You have a personality that is hard to understand.,NONE ABUSE
RANDOM,You have,You have a strong belief in the supernatural.,NONE ABUSE
RANDOM,You have,You have another woman besides your wife.,NONE ABUSE
RANDOM,You have,You have avoided the question.,NONE ABUSE
RANDOM,You have,You have enthusiasm for extreme ideas.,NONE ABUSE
RANDOM,You have,You have fears in making big decisions.,NONE ABUSE
RANDOM,You have,You have little care for animals.,NONE ABUSE
RANDOM,You have,You have table manners that the Romans would be proud of.,NONE ABUSE
RANDOM,You have,You have taken the wrong path.,NONE ABUSE
RANDOM,You have,You have very low standards.,NONE ABUSE
RANDOM,You have,You haven't got the best capacity for tolerance.,NONE ABUSE
RANDOM,You have,You haven't got the best judgement.,NONE ABUSE
RANDOM,You have ... desires.,You have simple desires.,NONE ABUSE
RANDOM,You have a ... interest in ...,You have a lack of interest in politics.,NONE ABUSE
RANDOM,You have a ... interest in ...,You have a strange interest in yourself.,NONE ABUSE
RANDOM,You have a great,You have a great ability to hear what you want to hear.,NONE ABUSE
RANDOM,You have a great,You have a great sense of humour.,NONE ABUSE
RANDOM,You have a great,You have a great singing voice.,NONE ABUSE
RANDOM,You have a lot of,You have a lot of energy but perhaps it needs some redirection.,NONE ABUSE
RANDOM,You have a lot of,You have a lot of self-doubt.,NONE ABUSE
RANDOM,You have a lot of,You have a lot of things to say.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for base jumping.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for juggling five different balls in the air.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for mentoring younger students.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for summarising succinctly.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for being an introvert.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for delegation.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for editing wikipedia pages on obscure but important topics.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for leaving a task just slightly unfinished.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for watercolours.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for art.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for being ambiguous.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for cooking.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for making others feel comfortable.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for making others happy.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for seeing the best in people.,NONE ABUSE
RANDOM,You have a way of,You have a way of being preoccupied.,NONE ABUSE
RANDOM,You have a way of,You have a way of making others want to do your work.,NONE ABUSE
RANDOM,You have always given me ... vibes.,You have always given me amazing vibes.,NONE ABUSE
RANDOM,You have always given me ... vibes.,You have always given me unconfident vibes.,NONE ABUSE
RANDOM,You have definitely not been,You have definitely not been a constant presence.,NONE ABUSE
RANDOM,You have definitely not been,You have definitely not been at your best lately.,NONE ABUSE
RANDOM,You have definitely not been,You have definitely not been friendly.,NONE ABUSE
RANDOM,You have lost,You have lost all sense of direction whilst being distracted by your phone.,NONE ABUSE
RANDOM,You have lost,You have lost your sense of self.,NONE ABUSE
RANDOM,You have never,You have never been described as someone who makes peace.,NONE ABUSE
RANDOM,You have never,You have never gotten up in the middle of the night for the baby.,NONE ABUSE
RANDOM,You have never,You have never paid for lunch.,NONE ABUSE
RANDOM,You have never,You have never respected my need to stay sober.,NONE ABUSE
RANDOM,You have never,You have never spoken nicely.,NONE ABUSE
RANDOM,You have no,You have no fat on you.,NONE ABUSE
RANDOM,You have no,You have no idea how much potential you are wasting.,NONE ABUSE
RANDOM,You have no,You have no idea how your words can affect people.,NONE ABUSE
RANDOM,You have no,You have no patience with anybody.,NONE ABUSE
RANDOM,You have no,You have no sense of fault.,NONE ABUSE
RANDOM,You have no,You have no understanding of the benefits of diversity.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised family over work.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised money over any hopes of a long-term relationship with the client.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised other extracurricular activities over academics.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised work over your friends.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised your thoughts over hers.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be a Nobel Prize winner.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be an advocate for children and animals.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be anything you want to be.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be better.,NONE ABUSE
RANDOM,You have some ... to do.,You have some assignments to do.,NONE ABUSE
RANDOM,You have some ... to do.,You have some serious work to do.,NONE ABUSE
RANDOM,You have some ... to do.,You have some thinking to do.,NONE ABUSE
RANDOM,You have taken ... too ...,You have taken far too much time to decide to help me.,NONE ABUSE
RANDOM,You have taken ... too ...,You have taken the idea too far.,NONE ABUSE
RANDOM,You have turned ... into an art form.,You have turned overworking into an art form.,NONE ABUSE
RANDOM,You have very loose,You have very loose goals.,NONE ABUSE
RANDOM,You have very loose,"You have very loose ideas on what constitutes a joke, it can sometimes be offensive.",NONE ABUSE
RANDOM,You inspire,You inspire children to get involved with nature.,NONE ABUSE
RANDOM,You inspire,You inspire me so much.,NONE ABUSE
RANDOM,You inspire,You inspire other people to reconsider their life decisions.,NONE ABUSE
RANDOM,You inspire,You inspire others to achieve something new.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be better.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be kind.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be more organised.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to get another job.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to keep on going through hard times.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to persist and set goals.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to recycle.,NONE ABUSE
RANDOM,You inspire people to,You inspire people to be better.,NONE ABUSE
RANDOM,You inspire people to,You inspire people to do the wrong thing.,NONE ABUSE
RANDOM,You inspire people to,You inspire people to work harder.,NONE ABUSE
RANDOM,You keep the police,You keep the police in business with all the useful information you gather from the neighbourhood.,NONE ABUSE
RANDOM,You lack,You lack a sense of discipline.,NONE ABUSE
RANDOM,You lack,You lack the ability to see the beauty in yourself.,NONE ABUSE
RANDOM,You lack,You lack the ability to speak another language.,NONE ABUSE
RANDOM,You leave no ... at all.,You leave no margin for errors at all.,NONE ABUSE
RANDOM,You leave no ... at all.,You leave no room for negotiation at all.,NONE ABUSE
RANDOM,You leave no ... at all.,You leave no snacks for the rest of us at all.,NONE ABUSE
RANDOM,You like creating,You like creating confusion.,NONE ABUSE
RANDOM,You like creating,You like creating problems for yourself.,NONE ABUSE
RANDOM,You like to,You like to keep the peace at all costs.,NONE ABUSE
RANDOM,You like to,You like to keep your thoughts to yourself.,NONE ABUSE
RANDOM,You like to,You like to sing like no one is listening.,NONE ABUSE
RANDOM,You like to,You like to waste a lot of electricity in the house.,NONE ABUSE
RANDOM,You literally ... people.,You literally are unaware of people.,NONE ABUSE
RANDOM,You live in,You live in a town that I wouldn't want to live in.,NONE ABUSE
RANDOM,"You look ..., you should ...","You look a bit down today, you should go back to bed.",NONE ABUSE
RANDOM,"You look ..., you should ...","You look tired, you should stop going to bed late.",NONE ABUSE
RANDOM,You love,You love to play video games far too much.,NONE ABUSE
RANDOM,You make,You make clever plans to give yourself an advantage.,NONE ABUSE
RANDOM,You make,You make me feel lonely.,NONE ABUSE
RANDOM,You make,You make me feel unsure about myself.,NONE ABUSE
RANDOM,You make,You make sure not to be over positive.,NONE ABUSE
RANDOM,You make,You make sure you always get the first choice of cakes.,NONE ABUSE
RANDOM,You make ... an activity to look forward to.,You make closing time an activity to look forward to.,NONE ABUSE
RANDOM,You make ... look happy.,You make it sound like a good idea but when you describe it you don't look happy.,NONE ABUSE
RANDOM,You make me want,You make me want more unhealthy snacks.,NONE ABUSE
RANDOM,You make me want,You make me want to avoid the correct answer.,NONE ABUSE
RANDOM,You make me want,You make me want to commit a sin.,NONE ABUSE
RANDOM,You make me want,You make me want to create boundaries for myself around you.,NONE ABUSE
RANDOM,You may be missing some,You may be missing some compassion.,NONE ABUSE
RANDOM,You may be missing some,You may be missing some vital steps here.,NONE ABUSE
RANDOM,You must be,You must be quite glad to get out of such a compact house.,NONE ABUSE
RANDOM,You must be,You must be too tired.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of being kind.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of body building.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of cake making.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of charity.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of community action.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of providing great experiences and memories.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of spending too long on projects.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of the castle.,NONE ABUSE
RANDOM,You must have missed the day they gave everyone,You must have missed the day they gave everyone the assessment.,NONE ABUSE
RANDOM,You must have missed the day they gave everyone,You must have missed the day they gave everyone this week's rota.,NONE ABUSE
RANDOM,You must live in ... made of ...,You must live in a house made of insecurities.,NONE ABUSE
RANDOM,You must love having people,You must love having people around you.,NONE ABUSE
RANDOM,You must revel in,You must revel in always being the life of the party.,NONE ABUSE
RANDOM,You must revel in,You must revel in the attention.,NONE ABUSE
RANDOM,You must revel in,You must revel in your recent fame.,NONE ABUSE
RANDOM,You must save so much money,You must save so much money because you do not buy anything nice for yourself.,NONE ABUSE
RANDOM,You mustn't ... very often.,You mustn't eat junk food very often.,NONE ABUSE
RANDOM,You mustn't ... very often.,You mustn't get to enjoy yourself outside of work very often.,NONE ABUSE
RANDOM,You need to act,You need to act kinder to others.,NONE ABUSE
RANDOM,You need to act,You need to act on your own if you want to succeed in life.,NONE ABUSE
RANDOM,You never seem to,You never seem to be in a good mood.,NONE ABUSE
RANDOM,You never seem to,You never seem to finish anything.,NONE ABUSE
RANDOM,You never seem to,You never seem to take your turn to empty the dishwasher.,NONE ABUSE
RANDOM,You never seem to,You never seem to understand people's needs.,NONE ABUSE
RANDOM,You never waste,You never waste an opportunity to pass judgement on me.,NONE ABUSE
RANDOM,You never waste,You never waste any time on people you are not too sure of.,NONE ABUSE
RANDOM,You never waste,You never waste time meeting your needs.,NONE ABUSE
RANDOM,You obviously wouldn't understand why,You obviously wouldn't understand why I am upset.,NONE ABUSE
RANDOM,You practically have a,You practically have a hold on everyone in the office.,NONE ABUSE
RANDOM,You raise ... to a new level.,You raise overworking to a new level.,NONE ABUSE
RANDOM,"You really ..., regardless ...","You really carry on talking, regardless of the mood in the room.",NONE ABUSE
RANDOM,"You really ..., regardless ...","You really need to improve on your people skills, regardless of your social anxieties.",NONE ABUSE
RANDOM,You really do not,You really do not listen to instructions.,NONE ABUSE
RANDOM,You really do not,You really do not think highly of me.,NONE ABUSE
RANDOM,You rely on,You rely on others to do your work.,NONE ABUSE
RANDOM,You rely on,You rely on people who do not necessarily have your best interests at heart.,NONE ABUSE
RANDOM,You rely on,You rely on your parents a bit too much.,NONE ABUSE
RANDOM,You reside with,You reside with a rather tricky person.,NONE ABUSE
RANDOM,You reside with,You reside with people that are not good for you.,NONE ABUSE
RANDOM,You reside with,You reside with your parents at the age of 37.,NONE ABUSE
RANDOM,You seem to,You seem to be struggling with your homework.,NONE ABUSE
RANDOM,You seem to,You seem to be unclear on what you want.,NONE ABUSE
RANDOM,You seem to,You seem to derive pleasure from putting yourself in harm's way.,NONE ABUSE
RANDOM,You seem to,You seem to enjoy causing yourself pain.,NONE ABUSE
RANDOM,You seem to,You seem to not take plans with your friends very seriously.,NONE ABUSE
RANDOM,You seem to,You seem to stress out too much about small things.,NONE ABUSE
RANDOM,You seem to have,You seem to have a strong sense of what's right and wrong.,NONE ABUSE
RANDOM,You seem to have,You seem to have started off on the wrong foot.,NONE ABUSE
RANDOM,You should,You should be more open-minded.,NONE ABUSE
RANDOM,You should,You should learn to accept yourself.,NONE ABUSE
RANDOM,You should,You should look into developing your critical thinking skills.,NONE ABUSE
RANDOM,You should compete in,You should compete in an eating competition with your appetite.,NONE ABUSE
RANDOM,You should compete in,You should compete in the Olympics.,NONE ABUSE
RANDOM,You shouldn't be allowed to,You shouldn't be allowed to gain credit without contributing.,NONE ABUSE
RANDOM,You start more ... than ...,You start more hobbies than you can reasonably expect to master.,NONE ABUSE
RANDOM,You start more ... than ...,You start more tasks than you can finish.,NONE ABUSE
RANDOM,You still need to find the keys to,You still need to find the keys to the office.,NONE ABUSE
RANDOM,You still need to find the keys to,You still need to find the keys to what you have lost.,NONE ABUSE
RANDOM,You still need to find the keys to,You still need to find the keys to your happiness.,NONE ABUSE
RANDOM,You struggle to do things,You struggle to do things as quickly as I would have hoped.,NONE ABUSE
RANDOM,You struggle to do things,You struggle to do things coherently.,NONE ABUSE
RANDOM,You struggle to do things,You struggle to do things that others find simple.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy baking for the homeless.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy brightening peoples' day.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy dancing.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy flower arranging.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy making a kinder world.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy simple pleasures.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy singing along to the radio.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy so many varied hobbies.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy taking time to relax.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy walks in the countryside.,NONE ABUSE
RANDOM,You take,You take advantage of every chance you get.,NONE ABUSE
RANDOM,You take,You take advantage of other people's good nature.,NONE ABUSE
RANDOM,You take,You take advantage of our business' expenses arrangements.,NONE ABUSE
RANDOM,You take,You take life too seriously.,NONE ABUSE
RANDOM,You take,You take too long in the shower.,NONE ABUSE
RANDOM,You think you are,You think you are being helpful but it hurts my feelings.,NONE ABUSE
RANDOM,You think you are,You think you are going places.,NONE ABUSE
RANDOM,You turn my,You turn my stomach when you talk about your accident.,NONE ABUSE
RANDOM,You turn my,You turn my world upside down when you say those things.,NONE ABUSE
RANDOM,You were mildly,You were mildly obtrusive at dinner tonight.,NONE ABUSE
RANDOM,You will ... anyone.,You will sweet talk anyone.,NONE ABUSE
RANDOM,You will ... anyone.,You will trust anyone.,NONE ABUSE
RANDOM,You will never be a,You will never be a more positive person than I am.,NONE ABUSE
RANDOM,You would be a good,You would be a good mother.,NONE ABUSE
RANDOM,You would be a good,You would be a good prime minister.,NONE ABUSE
RANDOM,You would be a good,You would be a good role model for others.,NONE ABUSE
RANDOM,You would be a good,You would be a good software tester and bug finder as everything always seems to go wrong for you!,NONE ABUSE
RANDOM,You would be a good,You would be a good teacher.,NONE ABUSE
RANDOM,You would be perfectly at home,You would be perfectly at home in a Conservative party conference.,NONE ABUSE
RANDOM,You would do well,You would do well if you could focus on the task.,NONE ABUSE
RANDOM,You would do well,You would do well in a slower paced environment.,NONE ABUSE
RANDOM,You would do well,You would do well in a team of quieter people.,NONE ABUSE
RANDOM,You would fit well in,You would fit well in an easier college course.,NONE ABUSE
RANDOM,You would look more,You would look more comfortable if you allowed yourself to sit less stiffly.,NONE ABUSE
RANDOM,You would look more,You would look more suitable dressed in more formal attire.,NONE ABUSE
RANDOM,You would make,You would make better bread if you put in more time.,NONE ABUSE
RANDOM,You would not be considered,You would not be considered for any roles which required the ability to lead.,NONE ABUSE
RANDOM,You would not be considered,You would not be considered for promotion.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't dare.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't hate anyone.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't hurt me.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't put your own needs first.,NONE ABUSE
RANDOM,You'd make ...,You'd make a plan and then worry about your decisions.,NONE ABUSE
RANDOM,You'd tell ... how to be ...,You'd tell him how to be more proficient.,NONE ABUSE
RANDOM,You'd tell ... how to be ...,You'd tell the queen how to be more regal.,NONE ABUSE
RANDOM,You'd tell ... how to be ...,You'd tell your boss how to be a better manager.,NONE ABUSE
RANDOM,You'll do well within the confines,You'll do well within the confines of very clear instructions.,NONE ABUSE
RANDOM,You'll do well within the confines,You'll do well within the confines of your special abilities.,NONE ABUSE
RANDOM,You'll let anyone,You'll let anyone get away with their actions.,NONE ABUSE
RANDOM,You'll let anyone,You'll let anyone ruin your confidence even when they are wrong.,NONE ABUSE
RANDOM,You'll never,You'll never be willing to accept another person's point of view.,NONE ABUSE
RANDOM,You'll never,You'll never get better if you don't try.,NONE ABUSE
RANDOM,You've been giving yourself a good workout raising,You've been giving yourself a good workout raising the bar to a point where others can meet it.,NONE ABUSE
RANDOM,You've been giving yourself a good workout raising,You've been giving yourself a good workout raising your anxiety levels.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of emotions.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of injustice.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of torment.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of work.,NONE ABUSE
RANDOM,You've redefined the term ... for me.,You've redefined the term ambiguous for me.,NONE ABUSE
RANDOM,Your ... are beginning to show.,Your prejudices are beginning to show.,NONE ABUSE
RANDOM,Your ... are beginning to show.,Your weaknesses are beginning to show.,NONE ABUSE
RANDOM,Your ... does not exist.,Your God does not exist.,NONE ABUSE
RANDOM,Your ... does not exist.,Your capacity to deal with multiple issues simultaneously does not exist.,NONE ABUSE
RANDOM,Your ... does not exist.,Your idea of what makes a great icebreaker does not exist.,NONE ABUSE
RANDOM,Your ... does not exist.,Your limit for saying yes to favours does not exist.,NONE ABUSE
RANDOM,Your ... five minutes before you arrived.,Your team completed the task five minutes before you arrived.,NONE ABUSE
RANDOM,Your ... in your nether regions.,"Your surgical scar, unfortunately, will be visible in your nether regions.",NONE ABUSE
RANDOM,Your ... is admirable.,Your commitment to your values is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your honesty is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your kindness is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your patience is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your willingness to endure pain in the pursuit of pleasure is admirable.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your ability to concentrate is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your adaptability is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your commitment to doing things your own way is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your debut novel is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your energy is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your hair is astonishing.,NONE ABUSE
RANDOM,Your ... is in vain.,Your effort is in vain.,NONE ABUSE
RANDOM,Your ... is in vain.,Your hard work is in vain.,NONE ABUSE
RANDOM,Your ... is in vain.,Your wish to make me smile at your jokes is in vain.,NONE ABUSE
RANDOM,Your ... is showing.,Your slip is showing.,NONE ABUSE
RANDOM,Your ... is showing.,Your tendency to make a mountain out of a molehill is showing.,NONE ABUSE
RANDOM,Your ... is unmatched.,Your ability to know every aspect of your childrens lives is unmatched.,NONE ABUSE
RANDOM,Your ... is unmatched.,Your ability to push through no matter what is unmatched.,NONE ABUSE
RANDOM,Your ... must be so strong to allow ...,Your heart must be so strong to allow forgiveness.,NONE ABUSE
RANDOM,Your ... must be so strong to allow ...,Your patience must be so strong to allow children to play with your makeup.,NONE ABUSE
RANDOM,Your ... must be so strong to allow ...,Your will power must be so strong to allow you to stick to this regime.,NONE ABUSE
RANDOM,Your ... of what is ... is a talent.,Your idea of what is the wrong thing to do is a talent.,NONE ABUSE
RANDOM,Your ... of what is ... is a talent.,Your misunderstanding of what is being communicated is a talent.,NONE ABUSE
RANDOM,Your ... seem to be declining.,Your numbers at work seem to be declining.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to dance has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to encourage others has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to persist through difficulties has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to shock has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to show leadership has always inspired me.,NONE ABUSE
RANDOM,Your ability to ignore ... is astonishing.,Your ability to ignore my well laid out instructions is astonishing.,NONE ABUSE
RANDOM,Your ability to ignore ... is astonishing.,Your ability to ignore the negativity is astonishing.,NONE ABUSE
RANDOM,Your body proportions are ... than ...,Your body proportions are much harder to draw than hers.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your blaring music while he's trying to study.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your helpfulness at home.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your honesty.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your kinship.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your support with his children.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your zest for life.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to animals is praiseworthy.,NONE ABUSE
